plate,transfer,p,mean,n,se,max,min
6,7,A,0.07446808510638298,4,0.011490674997177057,0.09574468085106383,0.0425531914893617
6,7,B,0.1595744680851064,4,0.00752241256581434,0.18085106382978725,0.14893617021276595
6,7,A/B,0.013297872340425532,4,0.010068986428723888,0.0425531914893617,0
6,7,AB,0.15425531914893617,4,0.04845975308055478,0.2765957446808511,0.05319148936170213
6,7,E,0,4,0,0,0
6,8,U,0.5904255319148937,4,0.021497084491103085,0.648936170212766,0.5531914893617021
6,8,S,0.0425531914893617,4,0.016820625851959464,0.07446808510638298,0
6,8,A,0.047872340425531915,4,0.018168352421914183,0.09574468085106383,0.010638297872340425
6,8,B,0.14893617021276595,4,0.015659150472212495,0.18085106382978725,0.11702127659574468
6,8,A/B,0.005319148936170213,4,0.003071012070157584,0.010638297872340425,0
6,8,AB,0.16489361702127658,4,0.04942326193179558,0.2978723404255319,0.06382978723404255
6,8,E,0,4,0,0,0
6,9,U,0.5691489361702128,4,0.03944786429306204,0.6702127659574468,0.4787234042553192
6,9,S,0.0026595744680851063,4,0.0026595744680851063,0.010638297872340425,0
6,9,A,0.07446808510638298,4,0.007522412565814336,0.09574468085106383,0.06382978723404255
6,9,B,0.14095744680851063,4,0.026551381439489253,0.2127659574468085,0.0851063829787234
6,9,A/B,0.007978723404255319,4,0.0026595744680851063,0.010638297872340425,0
6,9,AB,0.2047872340425532,4,0.056355372607492266,0.35106382978723405,0.0851063829787234
6,9,E,0,4,0,0,0
6,10,U,0.6090425531914894,4,0.03112952103914793,0.7021276595744681,0.574468085106383
6,10,S,0.01329787234042553,4,0.006693115634105274,0.031914893617021274,0
6,10,A,0.08776595744680851,4,0.016466467749119425,0.11702127659574468,0.0425531914893617
6,10,B,0.10372340425531915,4,0.01398912574296055,0.1276595744680851,0.06382978723404255
6,10,A/B,0.007978723404255319,4,0.005092697381682649,0.02127659574468085,0
6,10,AB,0.17819148936170212,4,0.05127302745007537,0.3191489361702128,0.07446808510638298
6,10,E,0,4,0,0,0
6,11,U,0.5718085106382979,4,0.028931150482412633,0.6170212765957447,0.48936170212765956
